uaX; uaY; uaZ; gX; gY; gZ
-4,21193; -1,089679; 4,618131; 70,44357; -48,98814; 34,25087
-4,691872; -1,316788; 4,680647; 73,55851; -47,1703; 36,86032
-5,080894; -1,569183; 4,377836; 72,40257; -48,16601; 38,06776
-5,467807; -1,792113; 4,415989; 67,64147; -52,94427; 37,94378
-5,788474; -2,043692; 4,383891; 61,88467; -50,54655; 37,11974
-5,846775; -2,329886; 3,764676; 59,40112; -45,66529; 37,29523
-5,970787; -2,573346; 3,216609; 62,30241; -44,02103; 39,64144
-6,301864; -2,722238; 3,192235; 64,66961; -44,17554; 41,81025
-6,565992; -2,912649; 2,918358; 62,49697; -42,23372; 42,33672
-6,702794; -3,090755; 2,476486; 58,34818; -40,74588; 42,07349
-6,777729; -3,267061; 2,155071; 53,09877; -39,29427; 40,83171
-6,76473; -3,451219; 1,664558; 49,07206; -35,09589; 40,21941
-6,71811; -3,593425; 1,205363; 45,02742; -32,89122; 39,63457
-6,661196; -3,719759; 0,81722; 41,93233; -31,06919; 39,35913
-6,502756; -3,793389; 0,3591645; 39,57086; -29,56227; 39,09781
-6,346694; -3,849916; -0,01190624; 35,93137; -27,72536; 38,2051
-6,03897; -3,88447; -0,5079591; 32,1679; -24,94042; 37,33147
-5,712598; -3,841296; -0,918694; 29,29712; -22,51028; 36,7535
-5,203357; -3,685931; -1,288559; 25,50122; -21,2666; 35,40681
-4,586447; -3,477413; -1,606721; 20,88128; -18,45114; 33,39441
-4,213388; -3,440082; -2,019621; 16,5036; -16,1736; 31,67767
-4,027651; -3,435122; -2,285779; 12,61804; -14,07536; 30,1574
-3,881923; -3,45467; -2,53206; 8,278502; -12,27279; 28,33385
-3,734941; -3,460904; -2,770595; 4,097287; -9,890331; 26,37485
-3,602891; -3,465047; -3,005612; 0,261326; -7,843595; 24,71152
-3,485991; -3,462248; -3,173463; -3,273252; -6,321419; 23,36483
-3,424192; -3,440332; -3,317255; -6,649507; -4,589419; 22,05248
-3,377552; -3,409287; -3,359093; -10,20316; -3,259899; 20,53221
-3,338842; -3,370528; -3,439718; -14,35042; -0,520363; 18,5881
-3,295328; -3,324289; -3,476441; -17,73456; 1,487841; 17,15977
-3,284287; -3,262899; -3,458367; -20,42349; 2,882216; 16,10302
-3,309282; -3,177887; -3,370091; -24,08205; 4,843115; 14,45686
-3,306268; -3,079237; -3,313312; -27,91954; 7,526189; 12,75271
-3,329159; -2,961529; -3,136012; -31,46594; 10,72581; 11,3076
-3,339739; -2,839332; -2,966792; -34,47596; 12,99954; 10,06391
-3,322949; -2,707759; -2,76928; -37,25899; 16,3262; 8,927049
-3,34513; -2,544616; -2,485351; -40,4445; 18,54652; 7,649031
-3,256176; -2,391176; -2,275361; -42,84411; 21,62711; 6,912741
-3,184088; -2,203609; -2,013022; -44,12022; 23,92182; 6,964243
-3,103506; -1,928103; -1,612884; -45,50315; 25,70532; 6,668582
-2,922698; -1,639389; -1,108009; -47,75972; 27,54605; 5,619463
-2,851393; -1,42154; -0,7519231; -49,73969; 31,90085; 4,621846
-2,78448; -1,230857; -0,3021841; -51,64527; 34,19365; 3,885556
-2,766905; -1,038407; 0,1459846; -53,20178; 36,73061; 3,44874
-2,630062; -0,8709649; 0,6325873; -54,34971; 38,23524; 3,415169
-2,300124; -0,7303516; 0,8145332; -50,92805; 40,21368; 5,846454
-2,389122; -0,5232466; 1,62693; -45,73205; 45,25518; 8,7363
-2,550795; -0,2566106; 2,462423; -47,62047; 50,39968; 7,700534
-2,427165; -0,08702018; 2,878435; -54,4817; 55,37059; 4,148789
-2,103988; -0,003210802; 3,037784; -58,38443; 54,88037; 2,309969
-1,828034; 0,1465159; 3,383922; -58,41877; 57,43641; 2,573203
-1,577014; 0,2274907; 3,499762; -53,16744; 59,1665; 5,546978
-1,372182; 0,3943675; 3,96065; -44,78594; 59,81505; 10,22223
-1,256535; 0,5741645; 4,658825; -41,67101; 60,57041; 12,37388
-1,021445; 0,7335047; 5,269009; -44,25947; 61,25138; 11,93516
-0,6467631; 0,8560809; 5,519361; -49,21322; 62,98529; 10,48356
-0,1254077; 0,9398323; 5,481611; -50,08876; 63,66627; 10,81546
0,3692294; 0,9923466; 5,385268; -44,22514; 65,50508; 13,72057
0,5932082; 1,113814; 5,929662; -38,11736; 67,06159; 16,60851
0,9165089; 1,200122; 6,18255; -36,90992; 67,25425; 17,85219
1,361011; 1,263822; 6,220487; -37,68893; 66,33484; 18,57589
1,753425; 1,31421; 6,309011; -38,17267; 64,63336; 19,23258
2,1344; 1,335047; 6,221163; -36,8546; 64,64671; 20,09158
2,618874; 1,349313; 6,077567; -32,82865; 65,45129; 21,5882
3,0297; 1,357486; 6,082098; -29,08539; 64,59521; 23,20651
3,400273; 1,357641; 5,948459; -27,4068; 62,31767; 24,24037
3,780078; 1,331515; 5,838187; -26,98716; 59,51748; 24,95759
4,124701; 1,284079; 5,544554; -25,27042; 57,60999; 25,81405
4,415512; 1,241878; 5,275171; -22,11925; 56,61428; 26,79641
4,654898; 1,198484; 5,03854; -19,07489; 55,09019; 27,59946
4,880545; 1,134091; 4,734529; -17,07966; 53,27045; 28,16026
5,063151; 1,037322; 4,271781; -13,9819; 50,85366; 29,05297
5,166449; 0,9568875; 3,992119; -11,54985; 47,72156; 29,77209
